Year,Age,Suicides,Age_group
2017,71,39,70-79
2017,72,34,70-79
2017,73,43,70-79
2017,74,24,70-79
2017,75,37,70-79
2017,76,30,70-79
2017,77,27,70-79
2017,78,33,70-79
2017,79,23,70-79
2017,80,21,80-89
2017,81,12,80-89
2017,82,25,80-89
2017,83,19,80-89
2017,84,15,80-89
2017,85,18,80-89
2017,86,23,80-89
2017,87,14,80-89
2017,88,17,80-89
2017,89,18,80-89
